"country","iso","year","incumbent_vote","previous_vote","gdp_growth","trade_openness","eff_num_parties","gdp_percapita","delta_vote","int_oppose","int_support","binary_growth","binary_openness"
"Gabon","GAB",1998,66.9,51.2,-1.84031,0.895274,0.708115,9.43484,15.7,0,0,0,1
"United Kingdom","GBR",1950,46.1,47.7,3.11398,0.373282,0.730693,9.17302,-1.6,0,0,1,1
"United Kingdom","GBR",1951,48.8,46.1,4.3565,0.197427,0.72014,9.14727,2.7,0,0,1,0
"United Kingdom","GBR",1955,49.7,48,2.77055,0.191903,0.703098,9.21754,1.7,0,0,1,0
"United Kingdom","GBR",1959,49.4,49.7,2.74471,0.208106,0.686238,9.28687,-0.300000000000004,0,0,1,0
"United Kingdom","GBR",1964,43.4,49.4,4.3896,0.221054,0.721069,9.41335,-6,0,0,1,0
"United Kingdom","GBR",1966,48,44.1,1.88356,0.221196,0.702261,9.43202,3.9,0,0,0,0
"United Kingdom","GBR",1970,43.1,48,1.21755,0.253215,0.726742,9.51132,-4.9,0,0,0,0
"United Kingdom","GBR",1974,37.9,46.4,7.37677,0.283767,0.815365,9.65629,-8.5,0,0,1,0
"United Kingdom","GBR",1979,36.9,39.3,3.55465,0.307954,0.765645,9.71132,-2.4,0,0,1,0
"United Kingdom","GBR",1983,42.4,43.9,2.66211,0.31485,0.735589,9.74322,-1.5,0,0,1,0
"United Kingdom","GBR",1987,42.3,42.4,5.20621,0.326188,0.776642,9.91445,-0.100000000000001,0,1,1,0
"United Kingdom","GBR",1992,41.9,42.3,-1.7062,0.346002,0.81978,10.033,-0.399999999999999,0,0,0,0
"United Kingdom","GBR",1997,30.7,41.9,2.78771,0.423623,0.751369,10.1424,-11.2,0,0,1,1
"Ghana","GHA",1979,NA,NA,-1.42516,0.554824,1.36609,7.21524,NA,0,0,0,1
"Ghana","GHA",1992,58.2,NA,-4.23586,0.462145,0.824263,7.14137,NA,0,0,0,1
"Ghana","GHA",1996,57.4,58.2,3.30595,0.607581,0.717591,7.18887,-0.800000000000004,0,0,1,1
"Ghana","GHA",2000,48.4,57.4,4.33544,1.14389,0.839673,7.29826,-9,0,0,1,1
"Guinea","GIN",1993,51.7,NA,2.0663,0.685191,1.08424,6.56271,NA,0,0,1,1
"Guinea","GIN",1998,56.1,51.7,3.19716,0.607623,0.907888,6.66285,4.4,0,0,1,1
"Gambia","GMB",1966,65.3,69.4,13.2634,0.543889,0.470004,7.12474,-4.10000000000001,0,0,1,1
"Gambia","GMB",1972,63.1,65.3,-2.69438,0.570902,0.291101,7.13143,-2.2,0,0,0,1
"Gambia","GMB",1977,69.4,63.1,-5.4302,0.650799,0.355714,7.15568,6.3,0,0,0,1
"Gambia","GMB",1982,72.4,NA,13.3697,0.640863,0.510239,7.23747,NA,0,0,1,1
"Gambia","GMB",1987,59.2,72.4,-1.47829,0.530753,0.812431,7.18467,-13.2,0,0,0,1
"Gambia","GMB",1992,58.5,59.2,-1.21564,0.777885,0.905869,7.13699,-0.700000000000003,0,0,0,1
"Gambia","GMB",1996,55.8,NA,5.40437,0.702018,0.813296,7.04367,NA,0,0,1,1
"Guinea-Bissau","GNB",1994,46.2,NA,4.77858,0.221771,1.21544,6.99984,NA,0,0,1,0
"Guinea-Bissau","GNB",2000,23.4,46.2,5.46153,0.316688,1.48541,6.73234,-22.8,0,0,1,0
"Equatorial Guinea","GNQ",1968,34.8,NA,1.77778,0.443489,1.12636,6.617,NA,0,0,0,1
"Greece","GRC",1946,14.4,NA,-15.988,0.110591,0.966984,7.16945,NA,0,0,0,0
"Greece","GRC",1950,17.2,14.4,3.89689,0.242444,1.74397,7.8586,2.8,0,0,1,0
"Greece","GRC",1951,19,17.2,7.663,0.096895,1.17248,8.28102,1.8,0,0,1,0
"Greece","GRC",1952,34.2,23.5,-2.64146,0.098626,0.371564,8.25425,10.7,0,0,0,0
"Greece","GRC",1956,47.4,49.2,4.82918,0.116524,0.741937,8.41219,-1.8,0,0,1,0
"Greece","GRC",1958,41.2,47.4,6.49465,0.120734,0.89355,8.55074,-6.2,NA,NA,1,0
"Greece","GRC",1961,50.8,41.2,13.1752,0.137409,0.832561,8.7522,9.59999999999999,0,1,1,0
"Greece","GRC",1963,39.4,50.8,12.2406,0.147708,0.881997,8.86108,-11.4,0,0,1,0
"Greece","GRC",1964,52.7,42,12.2406,0.147708,0.816594,8.86108,10.7,0,0,1,0
"Greece","GRC",1974,54.4,NA,-8.2176,0.210746,0.548121,9.56529,NA,1,0,0,0
"Greece","GRC",1977,41.8,54.4,0.99603,0.231183,0.854411,9.67618,-12.6,0,0,0,0
"Greece","GRC",1981,35.9,41.8,-3.16478,0.309245,0.741937,9.71441,-5.9,0,0,0,0
"Greece","GRC",1985,45.8,48.1,1.27354,0.288127,0.760806,9.6931,-2.3,0,0,0,0
"Greece","GRC",1989,39.1,45.8,5.23765,0.346843,0.877176,9.73848,-6.7,0,0,1,0
"Greece","GRC",1990,NA,NA,3.28633,0.356587,0.86289,9.77082,NA,0,0,1,1
"Greece","GRC",1993,39.3,46.9,-2.39783,0.392807,0.776481,9.76067,-7.6,0,0,0,1
"Greece","GRC",1996,41.5,47.1,2.27081,0.429864,0.856711,9.81625,-5.6,0,0,1,1
"Greece","GRC",2000,43.8,41.5,3.24231,0.565198,0.792992,9.91386,2.3,0,0,1,1
"Grenada","GRD",1976,51.7,58.9,9.69705,1.10673,0.653928,8.38537,-7.2,0,0,1,1
"Grenada","GRD",1984,NA,NA,4.60773,0.982442,0.132895,8.70576,NA,NA,NA,1,1
"Grenada","GRD",1990,17.4,58.6,7.12948,0.951888,1.12564,9.05693,-41.2,0,0,1,1
"Grenada","GRD",1995,30.6,34.5,2.17789,1.05324,0.883499,9.09192,-3.9,0,0,1,1
"Grenada","GRD",1999,62.6,32.4,7.19562,1.15532,0,9.43497,30.2,0,0,1,1
"Guatemala","GTM",1950,65.4,NA,-1.221,0.532288,0.756122,7.92491,NA,0,0,0,1
"Guatemala","GTM",1957,NA,NA,1.55402,0.606695,NA,7.94328,NA,0,0,0,1
"Guatemala","GTM",1958,29.6,NA,1.55402,0.606695,0.783902,7.94328,NA,0,1,0,1
"Guatemala","GTM",1966,23.5,NA,2.76238,0.708179,1.03318,8.08275,NA,0,0,1,1
"Guatemala","GTM",1970,34.9,44.8,3.1549,0.678956,1.03318,8.26064,-9.9,0,0,1,1
"Guatemala","GTM",1974,NA,NA,4.39947,0.644917,1.02245,8.42994,NA,0,0,1,1
"Guatemala","GTM",1978,NA,NA,4.9844,0.730378,1.06815,8.54716,NA,0,0,1,1
"Guatemala","GTM",1982,NA,NA,-1.70181,0.556897,1.22964,8.62494,NA,0,0,0,1
"Guatemala","GTM",1985,20.2,NA,-2.53899,0.402445,1.46434,8.48321,NA,0,0,0,1
"Guatemala","GTM",1990,17.5,38.6,0.92751,0.442554,1.66203,8.45041,-21.1,0,0,0,1
"Guatemala","GTM",1995,12.9,25.7,1.90415,0.565387,1.55815,8.51215,-12.8,0,0,0,1
"Guatemala","GTM",1999,30.3,36.5,2.54631,0.65313,1.08856,8.57275,-6.2,0,0,1,1
"Guyana","GUY",1968,55.8,40.5,15.6261,0.642667,0.582389,7.69093,15.3,0,1,1,1
"Guyana","GUY",1973,NA,NA,6.99274,0.545022,0.492248,7.94055,NA,0,0,1,1
"Guyana","GUY",1992,42.3,NA,14.8668,1.40149,0.425268,7.73839,NA,0,0,1,1
"Guyana","GUY",1997,55.3,53.5,4.54411,1.06123,0.451076,8.05635,1.8,0,0,1,1
"Honduras","HND",1954,30.8,NA,-14.7294,1.05313,0.991977,7.57637,NA,0,0,0,1
"Honduras","HND",1957,61.9,NA,-2.74227,1.02142,0.720874,7.693,NA,0,0,0,1
"Honduras","HND",1965,55.1,NA,1.29982,1.11116,0.684399,7.66917,NA,0,0,0,1
"Honduras","HND",1971,52.6,NA,-0.11211,1.557,0.693147,7.76223,NA,0,0,0,1
"Honduras","HND",1980,44.2,NA,4.68997,1.46942,0.774746,8.12687,NA,0,0,1,1
"Honduras","HND",1981,41.6,49.3,3.72409,1.28569,0.766848,8.11922,-7.7,0,0,1,1
"Honduras","HND",1985,51,53.9,2.51001,1.11394,0.760806,8.05879,-2.9,0,0,1,1
"Honduras","HND",1989,44.3,51,2.0086,1.08732,0.756122,8.07246,-6.7,0,0,1,1
"Honduras","HND",1993,43,52.3,-0.17082,1.12136,0.760806,8.0385,-9.3,0,0,0,1
"Honduras","HND",1997,52.7,53,2.76501,1.08749,0.774727,8.03704,-0.299999999999997,0,0,1,1
"Croatia","HRV",1992,57.8,NA,-14.3034,0.943895,0.970779,9.09025,NA,0,0,0,1
"Croatia","HRV",1997,61.4,57.8,7.48261,0.730506,0.792992,9.20306,3.6,0,0,1,1
"Croatia","HRV",2000,22.6,61.4,-1.38767,0.774742,1.20896,9.29623,-38.8,0,0,0,1
"Haiti","HTI",1957,NA,NA,-7.73106,0.340905,0.519139,7.25581,NA,0,0,0,0
"Haiti","HTI",1988,NA,NA,-3.82516,0.289782,1.1365,7.25054,NA,0,0,0,0
"Haiti","HTI",1990,NA,NA,-1.7551,0.225962,0.731593,7.18677,NA,NA,NA,0,0
"Hungary","HUN",1947,15.3,57,3.06663,0.656572,1.84122,7.80643,-41.7,1,0,1,1
"Hungary","HUN",1990,10.9,NA,1.47022,0.362727,1.33237,9.46427,NA,0,0,0,1
"Hungary","HUN",1994,11.7,24.7,2.29614,0.422554,1.06335,9.33334,-13,0,0,1,1
"Hungary","HUN",1998,32.2,33,3.21362,0.763704,1.4061,9.36875,-0.799999999999997,0,0,1,1
"Indonesia","IDN",1955,20.9,NA,0.84043,0.117537,1.84946,7.21911,NA,0,1,0,0
"Indonesia","IDN",1999,22.5,NA,-14.4101,0.687671,1.54116,7.89733,NA,0,0,0,1
"India","IND",1951,45,NA,1.02519,0.140591,0.533823,6.3998,NA,0,0,0,0
"India","IND",1957,47.8,45,1.60258,0.150923,0.565314,6.50099,2.8,0,0,0,0
"India","IND",1962,44.7,47.8,1.39191,0.118017,0.615186,6.59875,-3.09999999999999,0,0,0,0
"India","IND",1967,40.8,44.7,-2.4807,0.120417,1.14103,6.64447,-3.90000000000001,1,0,0,0
"India","IND",1971,43.7,40.8,-0.61723,0.086115,0.751416,6.79559,2.90000000000001,0,0,0,0
"India","IND",1977,34.5,43.7,2.56497,0.099948,0.963174,6.86,-9.2,0,1,1,0
"India","IND",1980,9.4,41.3,-4.00895,0.11772,0.770108,6.90593,-31.9,0,0,0,0
"India","IND",1984,48,42.7,3.4017,0.117343,0.524728,7.0425,5.3,0,0,1,0
"India","IND",1989,39.5,48,2.67476,0.124044,1.41342,7.22624,-8.5,0,0,1,0
"India","IND",1991,3.3,NA,3.89795,0.125163,1.28093,7.26448,NA,0,0,1,0
"India","IND",1996,28.8,36.5,7.56923,0.214331,1.7613,7.38281,-7.7,0,0,1,0
"India","IND",1998,3.3,8.1,2.46515,0.21289,1.7613,7.4259,-4.8,0,0,1,0
"India","IND",1999,23.8,25.5,9.36142,0.23748,1.76815,7.55464,-1.7,0,0,1,0
"Ireland","IRL",1948,41.9,48.9,1.31229,0.809116,1.26498,8.36232,-7,0,0,0,1
"Ireland","IRL",1951,25.8,19.8,1.4395,0.244763,1.15057,8.71435,6,0,0,0,0
"Ireland","IRL",1954,43.4,46.3,4.1011,0.241851,1.10856,8.77915,-2.9,0,0,1,0
"Ireland","IRL",1957,26.6,32,-3.23059,0.226158,1.00063,8.8103,-5.4,0,0,0,0
"Ireland","IRL",1961,43.8,48.3,5.80663,0.287661,1.02904,8.94937,-4.5,0,0,1,0
"Ireland","IRL",1965,47.7,43.8,4.08056,0.315115,0.967288,9.06981,3.90000000000001,0,0,1,0
"Ireland","IRL",1969,45.7,47.7,8.84311,0.375212,0.897703,9.21961,-2,0,0,1,1
"Ireland","IRL",1973,46.2,45.7,6.34859,0.412911,0.947192,9.38537,0.5,0,0,1,1
"Ireland","IRL",1977,30.5,35.1,3.0573,0.452722,0.86289,9.44207,-4.6,0,0,1,1
"Ireland","IRL",1981,45.3,50.6,-2.63289,0.529365,0.95935,9.59509,-5.3,0,0,0,1
"Ireland","IRL",1982,37.3,36.5,2.60164,0.518838,0.93723,9.62078,0.799999999999997,0,0,1,1
"Ireland","IRL",1987,27.1,39.2,-0.18582,0.682439,1.06199,9.60606,-12.1,0,0,0,1
"Ireland","IRL",1989,44.1,44.1,4.65296,0.75116,1.08814,9.6737,0,0,0,1,1
"Ireland","IRL",1992,39.1,44.1,0.43273,0.871069,1.2499,9.84184,-5,0,0,0,1
"Ireland","IRL",1997,27.9,24.5,8.33168,1.1073,1.09485,10.0925,3.4,0,0,1,1
"Iran","IRN",1947,NA,NA,3.9044,0.050811,NA,7.59345,NA,0,0,1,0
"Iran","IRN",1950,NA,NA,-5.23,0.085469,NA,7.77556,NA,0,0,0,0
"Iran","IRN",1952,NA,NA,-2.6879,0.071273,NA,7.74831,NA,0,0,0,0
"Iran","IRN",1980,74.5,NA,-10.6571,0.69591,0.533929,9.0567,NA,1,0,0,1
"Iran","IRN",1993,64,NA,8.42171,0.644632,0.738407,8.79314,NA,0,0,1,1
"Iran","IRN",1997,25.1,64,3.67014,0.53335,0.599979,8.79556,-38.9,0,0,1,1
"Iceland","ISL",1946,39.5,38.5,NA,0.868577,1.28093,9.26726,1,0,0,NA,1
"Iceland","ISL",1949,16.5,17.8,-3.77407,0.575037,1.24319,9.33613,-1.3,0,0,0,1
"Iceland","ISL",1953,21.9,24.5,-3.72597,0.343419,1.23553,9.21531,-2.6,0,0,0,0
"Iceland","ISL",1956,42.4,37.1,9.44985,0.383382,1.24576,9.49324,5.3,0,1,1,1
"Iceland","ISL",1960,15.2,12.5,1.4441,0.383394,1.13383,9.5542,2.7,0,0,0,1
"Iceland","ISL",1963,41.4,39.7,5.70773,0.432507,1.20212,9.58134,1.7,0,0,1,1
"Iceland","ISL",1967,37.5,41.4,7.60346,0.43024,1.26695,9.88807,-3.9,0,0,1,1
"Iceland","ISL",1971,36.2,37.5,7.63784,0.462328,1.34921,9.86277,-1.3,0,0,1,1
"Iceland","ISL",1974,24.9,25.3,7.46098,0.459332,1.2189,10.1078,-0.400000000000002,0,0,1,1
"Iceland","ISL",1978,32.7,42.7,12.6355,0.449054,1.34707,10.2524,-10,0,0,1,1
"Iceland","ISL",1979,24.9,16.9,2.97348,0.465989,1.33012,10.3256,8,0,0,1,1
"Iceland","ISL",1983,NA,NA,3.24476,0.411953,1.40364,10.444,NA,0,0,1,1
"Iceland","ISL",1987,18.9,19,4.17949,0.479802,1.6771,10.4392,-0.100000000000001,0,0,1,1
"Iceland","ISL",1991,18.9,18.9,-0.47107,0.456581,1.32708,10.4854,0,0,0,0,1
"Iceland","ISL",1995,37.1,38.6,-1.12438,0.446752,1.37353,10.4759,-1.5,0,0,0,1
"Iceland","ISL",1999,40.7,37.1,2.62682,0.564393,1.23962,10.5278,3.6,0,0,1,1
"Israel","ISR",1949,35.7,33.5,11.1292,0.329412,1.55393,8.26182,2.2,0,1,1,0
"Israel","ISR",1951,37.3,35.7,7.43619,0.249397,1.57485,8.56781,1.59999999999999,0,0,1,0
"Israel","ISR",1955,32.2,37.3,10.1992,0.253816,1.79093,8.64938,-5.09999999999999,0,0,1,0
"Israel","ISR",1959,38.2,32.2,7.16575,0.284631,1.59331,8.81703,6,0,0,1,0
"Israel","ISR",1961,34.7,38.2,8.66421,0.343877,1.68083,8.93531,-3.5,0,0,1,0
"Israel","ISR",1965,36.7,34.7,4.61837,0.350821,1.68083,9.13778,2,0,0,1,1
"Israel","ISR",1969,46.2,36.7,11.4076,0.441887,1.27257,9.36664,9.5,0,0,1,1
"Israel","ISR",1973,39.6,46.2,7.86519,0.527317,1.20896,9.6219,-6.6,0,0,1,1
"Israel","ISR",1977,24.6,39.6,-4.25736,0.535326,1.47452,9.62396,-15,0,0,0,1
"Israel","ISR",1981,37.1,33.4,-0.76709,0.548119,1.13943,9.62897,3.7,0,0,0,1
"Israel","ISR",1984,34.9,37.1,-1.62049,0.581827,1.35067,9.67166,-2.2,0,0,0,1
"Israel","ISR",1988,31.1,34.9,0.55437,0.622633,1.47705,9.76234,-3.8,0,0,0,1
"Israel","ISR",1992,24.9,31.1,5.24243,0.585947,1.47999,9.84079,-6.2,1,0,1,1
"Israel","ISR",1996,49.5,34.7,2.79722,0.690992,1.72633,9.94222,14.8,0,1,1,1
"Israel","ISR",1999,43.9,50.5,1.30889,0.717828,2.16217,9.9859,-6.6,1,0,0,1
"Italy","ITA",1948,48.5,35.2,16.6961,0.161518,1.05779,8.30511,13.3,NA,NA,1,0
"Italy","ITA",1953,40.1,48.5,3.70326,0.088444,1.26499,8.67675,-8.4,NA,NA,1,0
"Italy","ITA",1958,42.3,40.1,3.6012,0.128301,1.24127,8.89934,2.2,0,1,1,0
"Italy","ITA",1963,38.3,42.3,5.7357,0.159746,1.31847,9.20283,-4,0,1,1,0
"Italy","ITA",1968,39.1,38.3,6.33087,0.201124,1.26022,9.40477,0.800000000000004,0,1,1,0
"Italy","ITA",1972,38.7,39.1,0.6975,0.245882,1.2681,9.57204,-0.399999999999999,NA,NA,0,0
"Italy","ITA",1976,38.7,38.7,-4.52902,0.251987,1.15373,9.66404,0,NA,NA,0,0
"Italy","ITA",1979,38.3,38.7,2.37411,0.291007,1.24353,9.77115,-0.400000000000006,0,0,1,0
"Italy","ITA",1983,32.9,38.3,0.32292,0.283937,1.41342,9.88611,-5.4,0,1,0,0
"Italy","ITA",1987,14.3,11.4,3.27978,0.30386,1.4061,9.98791,2.9,0,0,1,0
"Italy","ITA",1992,29.6,34.3,1.5107,0.352326,1.74572,10.1328,-4.7,0,0,0,1
"Italy","ITA",1994,NA,NA,-1.67711,0.373725,2.02683,10.1183,NA,0,0,0,1
"Italy","ITA",1996,43.3,34.4,3.15787,0.427261,1.80336,10.1718,8.9,0,0,1,1
"Jamaica","JAM",1967,50.7,50,-0.80727,0.644849,0.634723,8.91092,0.700000000000003,0,0,0,1
"Jamaica","JAM",1972,43.4,50.7,2.13656,0.692327,0.547323,9.06658,-7.3,0,0,1,1
"Jamaica","JAM",1976,56.8,56.4,-7.33189,0.604066,0.414676,8.99599,0.399999999999999,0,0,0,1
"Jamaica","JAM",1980,41.1,56.8,-6.23615,0.934375,0.29437,8.86004,-15.7,1,0,0,1
"Jamaica","JAM",1989,43.3,58.9,2.96204,0.8992,0.470004,8.92919,-15.6,0,0,1,1
"Jamaica","JAM",1993,60,56.6,9.07179,1.19821,0.23081,9.12782,3.4,0,0,1,1
"Jamaica","JAM",1997,56.2,60,-1.86393,0.832066,0.325426,9.10651,-3.8,0,0,0,1
"Japan","JPN",1952,48,44.4,9.33294,0.050687,1.08519,8.12126,3.6,0,1,1,0
"Japan","JPN",1953,39.5,48,9.33294,0.050687,1.32708,8.12126,-8.5,0,1,1,0
"Japan","JPN",1955,36.6,18,4.07148,0.055964,1.29746,8.21688,18.6,0,0,1,0
"Japan","JPN",1958,59,36.6,6.36606,0.073737,0.625938,8.40276,22.4,0,1,1,0
"Japan","JPN",1960,58.1,59,11.8838,0.076019,0.678033,8.62951,-0.899999999999999,0,1,1,0
"Japan","JPN",1963,56,58.1,7.4968,0.081818,0.703098,8.88508,-2.1,0,1,1,0
"Japan","JPN",1967,49.2,56,9.82112,0.093046,0.86289,9.12255,-6.8,0,0,1,0
"Japan","JPN",1969,49.1,49.2,11.2146,0.103728,0.845868,9.43771,-0.100000000000001,0,0,1,0
"Japan","JPN",1972,48.4,49.1,7.19185,0.119089,0.908259,9.6279,-0.700000000000003,1,0,1,0
"Japan","JPN",1976,43.2,48.4,2.60765,0.141209,1.08856,9.70154,-5.2,0,0,1,0
"Japan","JPN",1979,45.8,43.2,4.79137,0.147646,1.12817,9.82397,2.59999999999999,0,0,1,0
"Japan","JPN",1980,48.4,45.8,4.79137,0.147646,0.989541,9.82397,2.6,0,0,1,0
"Japan","JPN",1983,47,48.4,2.54627,0.150165,1.11186,9.89045,-1.4,0,0,1,0
"Japan","JPN",1986,50,47,2.72031,0.147068,0.920283,10.022,3,0,0,1,0
"Japan","JPN",1990,47.2,50,4.99134,0.165451,0.92437,10.1759,-2.8,0,0,1,0
"Japan","JPN",1993,37.4,47.2,-0.23894,0.16739,1.37118,10.256,-9.8,0,0,0,0
"Japan","JPN",1996,32.8,37.4,2.26013,0.202825,1.07707,10.2956,-4.6,0,0,1,0
"Japan","JPN",2000,28.3,32.8,-0.69367,0.211982,1.15057,10.275,-4.5,0,0,0,0
"Kenya","KEN",1992,36.6,NA,-4.70951,0.407174,1.31728,7.00754,NA,0,0,0,1
"Kenya","KEN",1997,40.4,36.6,-4.05704,0.55314,1.2609,6.99354,3.8,0,0,0,1
"Kyrgyzstan","KGZ",1995,72.4,NA,-18.0213,1.14332,0.457425,7.18766,NA,0,0,0,1
"Cambodia","KHM",1972,54.9,NA,-4.91132,0.096095,0.90687,6.90116,NA,0,0,0,0
"Cambodia","KHM",1993,38.2,NA,3.48019,0.167406,0.86453,6.62455,NA,1,0,1,0
"Cambodia","KHM",1998,41.4,38.2,3.36315,0.651995,0.880589,6.78892,3.2,0,0,1,1
"South Korea","KOR",1948,26.1,NA,6.8534,1.7164,1.1181,6.96964,NA,0,0,1,1
"South Korea","KOR",1950,6.8,26.1,6.6098,1.7164,0.889885,7.03364,-19.3,0,0,1,1
"South Korea","KOR",1952,74.6,NA,6.1313,0.15977,0.540678,7.05346,NA,0,0,1,0
"South Korea","KOR",1956,55.6,74.6,6.9424,0.044439,0.949168,7.38764,-19,0,0,1,0
"South Korea","KOR",1960,2.8,NA,-1.978,0.0441,0.493372,7.42058,NA,0,0,0,0
"South Korea","KOR",1963,46.6,NA,7.06507,0.058537,0.860093,7.49871,NA,0,0,1,0
"South Korea","KOR",1967,51.4,46.6,10.4833,0.068873,0.836836,7.66338,4.8,0,0,1,0
"South Korea","KOR",1971,53.2,51.4,5.648,0.126723,0.716722,7.94778,1.8,0,0,1,0
"South Korea","KOR",1987,35.9,NA,10.0788,0.336967,1.22908,9.07261,NA,0,0,1,0
"South Korea","KOR",1992,42,35.9,3.0022,0.353215,1.13499,9.47704,6.1,0,0,1,1
"South Korea","KOR",1997,38.7,38.7,3.0131,0.500841,1.05211,9.76219,0,0,0,1,1
"Laos","LAO",1955,56.4,48.7,1.06903,0.289032,0.982078,6.80038,7.7,0,1,0,0
"Laos","LAO",1958,19,56.4,0.95818,0.326874,1.22964,6.82843,-37.4,0,1,0,0
"Laos","LAO",1960,57.6,NA,0.87242,0.487222,0.835874,6.83712,NA,0,1,0,1
"Laos","LAO",1965,23.7,NA,0.91932,0.265074,1.56615,6.89348,NA,0,0,0,0
"Laos","LAO",1967,52.4,23.7,1.00002,0.365896,0.685992,6.90343,28.7,NA,NA,0,1
"Laos","LAO",1972,NA,NA,2.84982,0.128496,NA,6.36288,NA,0,0,1,0
"Lebanon","LBN",1947,NA,NA,NA,NA,2.77446,NA,NA,0,0,NA,NA
"Lebanon","LBN",1951,NA,NA,14.3183,1.89647,3.95929,8.12083,NA,0,0,1,1
"Lebanon","LBN",1953,NA,NA,12.0446,1.39524,3.54357,8.13255,NA,0,0,1,1
"Lebanon","LBN",1957,NA,NA,-4.94663,1.70237,3.79729,8.24271,NA,0,1,0,1
"Lebanon","LBN",1960,NA,NA,5.56984,1.47443,3.82297,8.10691,NA,0,0,1,1
"Lebanon","LBN",1964,NA,NA,-1.93213,1.69692,3.7894,8.13313,NA,0,0,0,1
"Lebanon","LBN",1968,NA,NA,-7.57804,1.47873,3.50014,8.18587,NA,0,0,0,1
"Lebanon","LBN",1972,NA,NA,7.14976,0.594662,3.51363,9.35273,NA,0,0,1,1
"Lebanon","LBN",1992,NA,NA,-4.33613,0.4538,2.36064,8.86892,NA,0,0,0,1
"Lebanon","LBN",1996,19.5,2.3,3.64538,0.495654,2.03177,9.10415,17.2,0,0,1,1
"Lebanon","LBN",2000,0,3.1,-0.31357,0.503232,1.82099,9.02137,-3.1,0,0,0,1
"Liberia","LBR",1985,50.9,NA,-4.22151,0.760523,1.03603,6.8948,NA,0,0,0,1
"St. Lucia","LCA",1979,43.8,53.4,-0.01416,1.4266,0.536529,8.65792,-9.6,0,0,0,1
"St. Lucia","LCA",1982,16.7,56.2,1.71184,1.17171,0.363121,8.61699,-39.5,0,0,0,1
"St. Lucia","LCA",1987,52.5,56.2,14.5989,1.19713,0.689691,8.86474,-3.7,0,0,1,1
"St. Lucia","LCA",1992,56.7,53.2,0.395,1.31026,0.610178,9.11079,3.5,0,0,0,1
"St. Lucia","LCA",1997,36.6,56.7,7.52108,1.29923,0.117347,9.24026,-20.1,0,0,1,1
"Sri Lanka","LKA",1952,44.1,39.8,3.79223,1.42374,1.01885,6.46483,4.3,0,0,1,1
"Sri Lanka","LKA",1956,27.9,44.1,2.08114,1.43186,1.08856,6.48041,-16.2,0,1,1,1
"Sri Lanka","LKA",1960,20.9,39.5,-0.6322,1.74923,1.49306,6.37233,-18.6,1,0,0,1
"Sri Lanka","LKA",1965,30.2,33.6,1.27714,1.26859,1.26692,6.52747,-3.4,1,0,0,1
"Sri Lanka","LKA",1970,37.9,39.3,6.94393,1.05385,0.912283,6.71408,-1.4,0,0,1,1
"Sri Lanka","LKA",1977,29.7,36.3,-2.36739,0.592482,0.34359,6.96785,-6.6,0,0,0,1
"Sri Lanka","LKA",1982,52.9,50.9,4.01121,0.588751,0.831721,7.29809,2,0,0,1,1
"Sri Lanka","LKA",1988,50.4,52.9,1.12556,0.591146,0.779508,7.41802,-2.5,0,0,0,1
"Sri Lanka","LKA",1994,35.9,50.4,4.19697,0.688927,0.65752,7.6901,-14.5,0,0,1,1
"Sri Lanka","LKA",1999,51.5,62.3,2.79302,0.692205,0.81093,7.87386,-10.8,0,0,1,1
"Lesotho","LSO",1970,NA,NA,-1.46414,0.567702,NA,6.25335,NA,0,0,0,1
"Lesotho","LSO",1993,22.7,NA,-1.18758,1.55946,0,6.68536,NA,0,0,0,1
"Lesotho","LSO",1998,60.6,74.8,7.48777,1.47045,0.025317,6.94104,-14.2,0,0,1,1
"Lithuania","LTU",1992,21.2,54.1,-21.2605,0.396507,1.01523,9.09288,-32.9,1,0,0,1
"Lithuania","LTU",1993,61.1,44,-21.2605,0.396507,0.678033,9.09288,17.1,0,0,0,1
"Lithuania","LTU",1998,45.3,61.1,6.29311,0.969701,1.18784,9.01126,-15.8,0,0,1,1
"Luxembourg","LUX",1948,36.3,44.7,15.7449,0.680329,1.18833,9.49579,-8.40000000000001,0,0,1,1
"Luxembourg","LUX",1951,42.1,36.3,-7.8763,1.03508,0.994732,9.61974,5.8,0,0,0,1
"Luxembourg","LUX",1954,45.2,42.1,2.42491,1.21051,0.984783,9.63339,3.1,0,0,1,1
"Luxembourg","LUX",1959,38.9,45.2,0.32867,1.35073,1.14556,9.74478,-6.3,0,0,0,1
"Luxembourg","LUX",1964,35.7,38.9,0.61428,1.50959,1.153,9.8135,-3.2,0,0,0,1
"Luxembourg","LUX",1968,37.5,35.7,4.68315,1.64954,1.22671,9.93469,1.8,0,0,1,1
"Luxembourg","LUX",1974,29.9,37.5,7.87417,1.9315,1.40118,10.1933,-7.6,0,0,1,1
"Luxembourg","LUX",1979,21.9,23.3,3.68694,1.88329,1.24034,10.2088,-1.4,0,0,1,1
"Luxembourg","LUX",1984,36.7,36.4,3.28052,1.90673,1.16938,10.2646,0.300000000000004,0,0,1,1
"Luxembourg","LUX",1989,32.4,36.7,7.9969,2.05316,1.32802,10.564,-4.3,0,0,1,1
"Luxembourg","LUX",1994,30.3,32.4,2.97402,2.01161,1.35998,10.8187,-2.1,0,0,1,1
"Luxembourg","LUX",1999,30.1,30.3,5.51248,2.39768,1.46726,10.9446,-0.199999999999999,0,0,1,1
