"country","iso","year","incumbent_vote","previous_vote","gdp_growth","trade_openness","eff_num_parties","gdp_percapita","delta_vote","int_oppose","int_support","binary_growth","binary_openness"
"Latvia","LVA",1993,2.6,68.2,-31.1801,0.703805,1.61949,9.02391,-65.6,0,0,0,1
"Latvia","LVA",1995,14.7,32.4,2.24055,0.756432,2.02647,8.7027,-17.7,0,0,1,1
"Latvia","LVA",1998,14.7,12,3.94592,1.00362,1.70265,8.87626,2.7,1,0,1,1
"Moldova","MDA",1996,38.8,NA,-2.2897,0.80637,1.36609,7.41457,NA,0,0,0,1
"Madagascar","MDG",1960,61.6,NA,-0.554,0.826985,0.837425,6.95761,NA,0,0,0,1
"Madagascar","MDG",1989,62.7,NA,-0.22636,0.457174,0.790673,6.78372,NA,0,0,0,1
"Madagascar","MDG",1993,28.6,62.7,-2.43642,0.506298,1.17866,6.70516,-34.1,0,0,0,1
"Madagascar","MDG",1996,23.4,45.9,-0.97442,0.587674,1.4884,6.64617,-22.5,0,0,0,1
"Mexico","MEX",1952,74.3,NA,0.80643,0.150218,0.53817,8.27647,NA,0,0,0,0
"Mexico","MEX",1982,74.3,NA,-5.72825,0.13775,0.542545,9.23717,NA,0,0,0,0
"Mexico","MEX",1988,50.7,74.3,-0.54931,0.178064,0.790673,9.09217,-23.6,0,0,0,0
"Mexico","MEX",1994,50.1,50.7,3.06586,0.269065,1.04255,9.23216,-0.600000000000001,0,0,1,0
"Mexico","MEX",2000,36.9,50.1,5.76838,0.49899,1.04028,9.3396,-13.2,0,0,1,1
"Macedonia","MKD",1994,53.3,27.7,-0.85437,0.810245,1.15688,8.63105,25.6,0,0,0,1
"Macedonia","MKD",1998,25.1,53.3,2.84626,0.990259,1.075,8.64055,-28.2,0,0,1,1
"Macedonia","MKD",1999,33.1,NA,4.13581,0.974814,1.53902,8.68108,NA,0,0,1,1
"Mali","MLI",1992,NA,NA,-3.07713,0.471981,1.35583,6.44537,NA,0,0,0,1
"Malta","MLT",1966,47.9,42,2.11,0.518962,0.67885,8.17341,5.9,0,0,1,1
"Malta","MLT",1971,48.1,47.9,13.4514,2.20784,0.692817,8.22472,0.200000000000003,0,1,1,1
"Malta","MLT",1976,51.5,50.8,18.1886,2.1662,0.69102,8.7722,0.700000000000003,0,0,1,1
"Malta","MLT",1981,49.1,51.5,3.049,1.75383,0.69102,9.14899,-2.4,0,0,1,1
"Malta","MLT",1987,48.9,49.1,5.17473,1.65549,0.692937,9.27639,-0.200000000000003,0,0,1,1
"Malta","MLT",1992,51.8,50.9,5.43308,2.01205,0.692937,9.53704,0.899999999999999,0,0,1,1
"Malta","MLT",1996,47.8,51.8,2.52531,1.93413,0.692937,9.72279,-4,0,0,1,1
"Malta","MLT",1998,47,50.7,3.97575,1.83604,0.68725,9.80203,-3.7,0,0,1,1
"Myanmar","MMR",1951,58.8,NA,-5.1,1.5666,0.951658,6.30632,NA,0,0,0,1
"Myanmar","MMR",1956,59.2,58.8,11.2665,1.03684,0.871293,6.47119,0.400000000000006,0,0,1,1
"Myanmar","MMR",1960,16.4,59.2,13.6088,0.702031,0.765747,6.64407,-42.8,0,0,1,1
"Myanmar","MMR",1990,21.2,NA,2.28702,0.082804,0.419966,6.9779,NA,0,0,1,0
"Mongolia","MNG",1990,61.3,NA,12.9158,0.444545,0.319849,8.03705,NA,0,0,1,1
"Mongolia","MNG",1993,59.9,61.3,-16.3236,0.805026,0.652325,7.61472,-1.4,0,0,0,1
"Mongolia","MNG",1997,30.6,59.9,-0.57916,0.822413,0.71784,7.61237,-29.3,0,0,0,1
"Mozambique","MOZ",1994,53.3,NA,-2.26079,0.545359,0.916147,5.83017,NA,0,0,0,1
"Mozambique","MOZ",1999,52.3,53.3,2.49621,0.523173,0.69105,6.07576,-1,0,0,1,1
"Mauritania","MRT",1992,62.7,NA,-2.06812,0.597893,0.689536,7.35164,NA,0,0,0,1
"Mauritius","MUS",1976,38.1,54.6,20.2554,0.974063,0.891998,8.12201,-16.5,0,0,1,1
"Mauritius","MUS",1982,24.8,38.1,6.57824,0.91731,0.19062,8.09587,-13.3,0,1,1,1
"Mauritius","MUS",1983,41.7,63,-0.717,0.912281,0.631272,8.10159,-21.3,0,0,0,1
"Mauritius","MUS",1987,40.5,41.7,9.69068,1.25025,0.666567,8.38566,-1.2,0,0,1,1
"Mauritius","MUS",1991,55.4,40.5,2.15976,1.32725,0.958729,8.56891,14.9,0,0,1,1
"Mauritius","MUS",1995,19.5,55.4,2.73708,1.2859,0.19062,8.714,-35.9,0,0,1,1
"Mauritius","MUS",2000,36.6,65.2,6.89364,1.29734,0.34359,8.93325,-28.6,0,0,1,1
"Malawi","MWI",1994,33.5,NA,13.7355,0.452276,0.993252,6.28966,NA,0,0,1,1
"Malawi","MWI",1999,52.4,47.2,-4.16434,0.481394,0.737164,6.15632,5.2,0,0,0,1
"Malaysia","MYS",1959,51.8,NA,6.67786,0.847016,0.634262,7.22403,NA,0,1,1,1
"Malaysia","MYS",1964,58.5,51.8,3.85034,0.855386,0.300082,7.40035,6.7,0,0,1,1
"Malaysia","MYS",1969,44.8,58.5,4.91726,0.787609,1.1445,7.56885,-13.7,0,0,1,1
"Malaysia","MYS",1974,60.8,44.8,7.70584,0.872643,0.254448,8.06018,16,0,0,1,1
"Malaysia","MYS",1978,57.2,60.8,4.65091,0.840177,0.307154,8.2229,-3.59999999999999,0,0,1,1
"Malaysia","MYS",1982,60.5,57.2,3.80548,0.891513,0.298592,8.39193,3.3,0,0,1,1
"Malaysia","MYS",1986,57.3,60.5,-2.80095,1.00427,0.331165,8.42378,-3.2,0,0,0,1
"Malaysia","MYS",1990,53.4,57.3,7.75379,1.37158,0.653569,8.66814,-3.9,0,0,1,1
"Malaysia","MYS",1995,65.2,53.4,8.17635,1.70227,0.331072,8.95978,11.8,0,0,1,1
"Malaysia","MYS",1999,56.6,65.2,3.84438,1.85763,0.492315,9.08193,-8.6,0,0,1,1
"Niger","NER",1993,34.3,NA,-3.22039,0.419898,1.4327,6.26964,NA,0,0,0,1
"Niger","NER",1996,52.2,34.3,1.50071,0.551671,1.06618,6.23669,17.9,0,0,0,1
"Niger","NER",1999,NA,NA,-2.40347,0.45562,1.48914,6.26811,NA,0,0,0,1
"Nigeria","NGA",1964,NA,NA,0.99959,0.321226,1.04732,7.37055,NA,0,0,0,0
"Nigeria","NGA",1979,NA,NA,-3.30714,0.684511,1.39377,7.40018,NA,0,0,0,1
"Nigeria","NGA",1983,47.5,33.8,-9.56272,0.541429,1.06471,7.14637,13.7,0,0,0,1
"Nigeria","NGA",1993,NA,NA,-4.76005,0.441083,NA,7.00059,NA,0,0,0,1
"Nigeria","NGA",1999,NA,NA,-0.22352,0.563578,0.631272,7.02428,NA,0,0,0,1
"Nicaragua","NIC",1947,NA,NA,5.202,0.166854,0.638944,7.63682,NA,0,0,1,0
"Nicaragua","NIC",1967,NA,NA,0.86261,0.375498,0.546583,8.15208,NA,0,0,0,1
"Nicaragua","NIC",1984,67,NA,0.24424,0.323895,0.732368,8.08122,NA,0,0,0,0
"Nicaragua","NIC",1990,40.8,67,-9.4831,0.37125,0.760806,7.68861,-26.2,1,0,0,1
"Nicaragua","NIC",1996,51,54.8,3.39152,0.579096,0.904218,7.54492,-3.8,0,0,1,1
"Netherlands","NLD",1946,28.3,NA,1.3968,0.436599,1.497,8.22151,NA,0,0,0,1
"Netherlands","NLD",1948,31,30.8,8.75828,0.698197,1.54365,8.93642,0.199999999999999,0,0,1,1
"Netherlands","NLD",1952,29,25.6,-2.03765,0.248382,1.53712,9.20144,3.4,0,0,0,0
"Netherlands","NLD",1956,32.7,29,5.26594,0.293664,1.40478,9.38704,3.7,0,0,1,0
"Netherlands","NLD",1959,30.4,32.7,-5.0187,0.325863,1.4207,9.3913,-2.3,0,0,0,0
"Netherlands","NLD",1963,31.9,31.6,5.29225,0.374541,1.50408,9.5521,0.299999999999997,0,0,1,1
"Netherlands","NLD",1967,26.5,31.9,1.11021,0.427245,1.74233,9.69126,-5.4,0,0,0,1
"Netherlands","NLD",1971,21.8,26.5,5.1077,0.524738,1.85562,9.88235,-4.7,0,0,1,1
"Netherlands","NLD",1972,8.8,8.6,0.85189,0.579917,1.85786,9.91127,0.200000000000001,0,0,0,1
"Netherlands","NLD",1977,33.8,27.3,4.10505,0.595341,1.30785,10.0282,6.5,0,0,1,1
"Netherlands","NLD",1981,30.8,31.9,0.34874,0.632615,1.45861,10.0858,-1.1,0,0,0,1
"Netherlands","NLD",1982,29.4,30.8,-1.85265,0.65904,1.39128,10.0242,-1.4,0,0,0,1
"Netherlands","NLD",1986,34.5,29.4,2.07857,0.705506,1.25006,10.0845,5.1,0,0,1,1
"Netherlands","NLD",1989,35.3,34.5,3.61686,0.780313,1.32242,10.182,0.799999999999997,0,0,1,1
"Netherlands","NLD",1994,22.2,35.3,0.28391,0.83858,1.68825,10.2431,-13.1,0,0,0,1
"Netherlands","NLD",1998,29,24,3.92995,1.01587,1.5707,10.3612,5,0,0,1,1
"Norway","NOR",1949,45.7,41,1.61947,0.620504,0.982906,8.88733,4.7,0,0,0,1
"Norway","NOR",1953,46.7,45.7,6.13986,0.346384,1.12783,9.28326,1,0,0,1,0
"Norway","NOR",1957,48.3,46.7,3.13967,0.399159,1.09595,9.37797,1.59999999999999,0,0,1,1
"Norway","NOR",1961,46.8,48.3,5.52309,0.453334,1.16789,9.48787,-1.5,0,0,1,1
"Norway","NOR",1965,43.1,46.8,5.14434,0.49673,1.25628,9.6342,-3.7,0,0,1,1
"Norway","NOR",1969,9,9.4,2.9267,0.538323,1.15596,9.76457,-0.4,0,0,1,1
"Norway","NOR",1973,11.9,7.8,4.78934,0.584612,1.42072,9.92258,4.1,0,0,1,1
"Norway","NOR",1977,42.3,35.3,3.40102,0.593642,1.08809,10.092,7,0,0,1,1
"Norway","NOR",1981,37.2,42.3,1.11951,0.555578,1.16315,10.1868,-5.09999999999999,0,0,0,1
"Norway","NOR",1985,30.4,31.7,5.0662,0.582944,1.12767,10.3183,-1.3,0,0,1,1
"Norway","NOR",1989,34.3,40.8,1.11906,0.620354,1.4422,10.3752,-6.5,0,0,0,1
"Norway","NOR",1993,36.9,34.3,2.45958,0.660048,1.39652,10.4669,2.6,0,0,1,1
"Norway","NOR",1997,35,36.9,5.92843,0.719246,1.47267,10.6646,-1.9,0,0,1,1
"Nepal","NPL",1959,37.2,NA,4.46635,0.106233,0.700158,6.70868,NA,0,1,1,0
"Nepal","NPL",1991,39.5,NA,1.00328,0.28181,0.905351,6.58031,NA,0,0,0,0
"Nepal","NPL",1994,34.5,39.5,4.66857,0.463825,1.02245,6.6736,-5,0,0,1,1
"Nepal","NPL",1999,37.5,34.5,-4.79022,0.588515,0.875469,6.67427,3,0,0,0,1
"New Zealand","NZL",1946,51.3,47.6,3.3632,0.400406,0.690649,9.20216,3.7,0,0,1,1
"New Zealand","NZL",1949,47.2,51.3,8.53734,0.566982,0.670896,9.2511,-4.09999999999999,0,0,1,1
"New Zealand","NZL",1951,53.9,51.9,-3.52369,0.273658,0.632521,9.33274,2,0,0,0,0
"New Zealand","NZL",1954,44.3,53.9,9.11309,0.240347,0.677643,9.39014,-9.6,0,0,1,0
"New Zealand","NZL",1957,44.2,44.3,2.82888,0.244129,0.688135,9.43329,-0.0999999999999943,0,0,1,0
"New Zealand","NZL",1960,43.4,48.3,14.4455,0.2448,0.670896,9.56585,-4.9,0,0,1,0
"New Zealand","NZL",1963,47.1,47.6,4.13377,0.251787,0.677643,9.63003,-0.5,0,0,1,0
"New Zealand","NZL",1966,43.6,47.1,4.32379,0.250967,0.703098,9.74806,-3.5,0,0,1,0
"New Zealand","NZL",1969,45.2,43.6,8.39361,0.259998,0.688059,9.75003,1.6,0,0,1,0
"New Zealand","NZL",1972,41.5,45.2,3.23451,0.284161,0.625591,9.78012,-3.7,0,0,1,0
"New Zealand","NZL",1975,39.6,48.4,-4.70854,0.277316,0.625591,9.8158,-8.8,0,0,0,0
"New Zealand","NZL",1978,39.8,47.6,-1.4417,0.313755,0.702731,9.75173,-7.8,0,0,0,0
"New Zealand","NZL",1981,38.8,39.8,2.67354,0.34251,0.734145,9.77953,-1,0,0,1,0
"New Zealand","NZL",1984,35.9,38.8,4.33794,0.352215,0.68509,9.85877,-2.9,0,0,1,1
"New Zealand","NZL",1987,48,43,1.48682,0.382809,0.662894,9.88491,5,0,0,0,1
"New Zealand","NZL",1990,35.1,48,-0.72972,0.416668,0.565314,9.89264,-12.9,0,0,0,1
"New Zealand","NZL",1993,35,47.8,4.51749,0.459505,0.771098,9.91232,-12.8,0,0,1,1
"New Zealand","NZL",1996,33.8,35,1.74943,0.495993,1.32489,9.9937,-1.2,0,0,0,1
"New Zealand","NZL",1999,30.5,33.8,4.65188,0.521262,1.2374,10.0653,-3.3,0,0,1,1
"Pakistan","PAK",1970,NA,NA,9.8143,0.386841,1.01237,6.87013,NA,NA,NA,1,1
"Pakistan","PAK",1977,60.1,18.6,2.29646,0.323003,0.457425,6.93424,41.5,0,0,1,0
"Pakistan","PAK",1988,NA,NA,5.07142,0.297771,1.14422,7.31598,NA,0,0,1,0
"Pakistan","PAK",1990,37.4,30.2,1.64212,0.294,1.12168,7.34743,7.2,0,0,0,0
"Pakistan","PAK",1993,39.9,37.4,-0.38688,0.374934,1.1474,7.4009,2.5,0,0,0,1
"Pakistan","PAK",1997,21.8,37.9,2.07657,0.339338,0.770108,7.46238,-16.1,0,0,1,0
"Panama","PAN",1948,38.5,32.1,2.10813,0.217078,1.12823,8.02203,6.4,0,0,1,0
"Panama","PAN",1952,62.5,38.5,-8.41571,1.53595,0.647103,7.42336,24,0,0,0,1
"Panama","PAN",1956,68.5,62.5,5.48486,1.39853,0.576613,7.59871,6,0,0,1,1
"Panama","PAN",1960,35.6,68.5,-4.10392,1.68954,1.04732,7.50714,-32.9,0,0,0,1
"Panama","PAN",1964,41,41.4,1.86022,1.86487,1.09861,7.83859,-0.399999999999999,0,0,0,1
"Panama","PAN",1968,41.8,41,6.26303,1.84569,0.741937,8.0325,0.799999999999997,0,0,1,1
"Panama","PAN",1984,NA,NA,-6.91887,1.20684,0.850437,8.57392,NA,0,1,0,1
"Panama","PAN",1989,39.5,NA,-8.77583,1.38614,0.530628,8.5592,NA,1,0,0,1
"Panama","PAN",1994,29.9,55.1,0.26314,1.70926,1.7156,8.74723,-25.2,0,0,0,1
"Panama","PAN",1999,37.8,33.3,4.11627,1.57668,1.55604,8.8185,4.5,0,0,1,1
"Peru","PER",1956,17.8,NA,5.55117,0.341562,0.985817,8.08563,NA,0,0,1,0
"Peru","PER",1962,33,45.5,4.98236,0.415369,1.22378,8.19841,-12.5,1,0,1,1
"Peru","PER",1963,39.1,32.2,6.92888,0.41341,1.09192,8.2654,6.9,0,0,1,1
"Peru","PER",1980,27.2,NA,1.75075,0.295081,1.23837,8.54516,NA,0,0,0,0
"Peru","PER",1985,7.3,44.9,1.10672,0.263454,1.01523,8.43814,-37.6,0,0,0,0
"Peru","PER",1990,22.5,53.1,-16.3414,0.244964,1.38379,8.31331,-30.6,0,0,0,0
"Peru","PER",1995,64.3,29.1,10.8592,0.319268,0.768779,8.36023,35.2,0,0,1,0
"Peru","PER",2000,49.9,64.3,-0.39215,0.360381,0.885225,8.45605,-14.4,0,0,0,1
"Philippines","PHL",1946,45.7,NA,NA,0.158515,0.693147,NA,NA,0,0,NA,0
"Philippines","PHL",1949,50.9,53.9,3.22301,0.190617,0.887891,7.25782,-3,0,0,1,0
"Philippines","PHL",1953,31.1,50.9,5.22956,0.573979,0.559616,7.0622,-19.8,1,0,1,1
"Philippines","PHL",1957,41.3,68.9,-1.9689,0.542571,1.21194,7.2034,-27.6,1,0,0,1
"Philippines","PHL",1961,45,41.3,2.82549,0.396609,0.683097,7.31849,3.7,1,0,1,1
"Philippines","PHL",1965,42.9,55,2.39152,0.45866,0.783902,7.40828,-12.1,0,0,1,1
"Philippines","PHL",1969,62.2,51.9,1.53347,0.408198,0.635317,7.46394,10.3,0,0,0,1
"Philippines","PHL",1986,53.6,NA,-10.798,0.4461,0.693147,7.61677,NA,0,0,0,1
"Philippines","PHL",1992,23.6,53.6,-2.8381,0.652687,1.76473,7.72666,-30,0,0,0,1
"Philippines","PHL",1998,15.9,23.6,5.34718,1.04872,1.47018,7.84799,-7.7,0,0,1,1
"Papua New Guinea","PNG",1977,35,24,-7.43167,0.906559,1.43983,7.7184,11,0,0,0,1
"Papua New Guinea","PNG",1982,15,10,-4.27864,1.14715,0.989541,7.54206,5,0,0,0,1
"Papua New Guinea","PNG",1987,10.9,NA,4.2045,1.07396,1.78339,7.57041,NA,0,0,1,1
"Papua New Guinea","PNG",1992,9.3,14.9,4.31726,1.01725,1.78171,7.53472,-5.6,0,0,1,1
"Papua New Guinea","PNG",1997,6.5,2.9,4.63962,0.934865,1.61542,7.83126,3.6,0,0,1,1
"Poland","POL",1990,9.2,NA,-12.3744,0.274133,1.34574,8.93951,NA,0,0,0,0
"Poland","POL",1995,33.1,40,6.13544,0.416564,1.38379,9.08091,-6.9,0,0,1,1
"Poland","POL",2000,53.9,35.1,4.18459,0.627416,1.05082,9.33,18.8,0,0,1,1
"Portugal","PRT",1976,61.6,NA,-12.1519,0.251712,0.837247,9.10866,NA,0,0,0,0
"Portugal","PRT",1980,56.4,61.6,4.91667,0.287835,0.732368,9.32198,-5.2,0,0,1,0
"Portugal","PRT",1983,28,46,2.14485,0.284259,1.2263,9.35989,-18,0,0,1,0
"Portugal","PRT",1985,21.3,37.1,1.74366,0.330476,1.4495,9.3051,-15.8,0,0,0,0
"Portugal","PRT",1987,51.3,30.6,7.66408,0.375125,0.863396,9.44116,20.7,0,0,1,1
"Portugal","PRT",1991,51.6,51.3,2.94663,0.434609,0.806476,9.65895,0.300000000000004,0,0,1,1
"Portugal","PRT",1995,34.8,51.6,1.5269,0.499884,0.936434,9.7014,-16.8,0,0,0,1
"Portugal","PRT",1999,45,44.6,3.7801,0.576267,0.963174,9.86411,0.399999999999999,0,0,1,1
"Paraguay","PRY",1968,71.6,NA,5.59212,0.378798,0.57731,7.56247,NA,0,0,1,1
"Paraguay","PRY",1993,41.6,NA,-2.39761,0.981013,1.06878,8.16196,NA,0,0,0,1
"Paraguay","PRY",1998,55.3,41.6,1.17487,1.33985,0.696023,8.15775,13.7,0,0,0,1
"Romania","ROM",1990,66.3,NA,-8.24472,0.296534,0.783225,8.80174,NA,1,0,0,0
"Romania","ROM",1992,10.2,66.3,-8.02669,0.264463,1.56444,8.51823,-56.1,1,0,0,0
"Romania","ROM",1996,21.5,27.7,3.96215,0.339518,1.45925,8.67311,-6.2,0,0,1,0
"Romania","ROM",2000,5,30.2,3.85488,0.526915,1.2613,8.67104,-25.2,0,0,1,1
"Russia","RUS",1996,35.8,58.6,-3.79149,0.42262,1.32972,8.9562,-22.8,0,1,0,1
"Russia","RUS",2000,53.4,35.8,4.19273,0.415045,0.970779,8.95078,17.6,0,0,1,1
"Sudan","SDN",1958,36.4,22.7,-4.02232,0.387344,1.30019,7.16776,13.7,0,0,0,1
"Sudan","SDN",1965,NA,NA,-3.63816,0.455922,1.04861,7.17604,NA,0,0,0,1
"Sudan","SDN",1967,41.6,47.5,-3.81531,0.379839,1.2112,7.1787,-5.9,0,0,0,1
"Sudan","SDN",1968,18.1,41.6,-5.68849,0.379569,1.3068,7.12013,-23.5,0,0,0,1
"Sudan","SDN",1986,NA,NA,-2.79474,0.126303,1.40364,7.02272,NA,0,0,0,0
"Senegal","SEN",1988,73.2,NA,0.85514,0.709061,0.506739,7.10488,NA,0,0,0,1
"Senegal","SEN",1993,58.4,73.2,-1.11787,0.676013,0.808839,7.05659,-14.8,0,0,0,1
"Senegal","SEN",2000,41.3,58.4,4.06104,0.709525,0.664722,7.14489,-17.1,0,0,1,1
"Singapore","SGP",1972,70.4,NA,9.2691,1.33924,0,9.08045,NA,0,0,1,1
"Singapore","SGP",1976,74.1,70.4,5.5094,1.42993,0,9.31705,3.69999999999999,0,0,1,1
"Singapore","SGP",1984,64.8,NA,5.65887,1.77028,0.05095,9.83908,NA,0,0,1,1
"Singapore","SGP",1988,63.2,64.8,5.91438,2.44399,0.024693,9.92503,-1.59999999999999,0,0,1,1
"Singapore","SGP",1991,61,63.2,3.66996,2.51113,0.099601,10.1028,-2.2,0,0,1,1
"Singapore","SGP",1997,65,61,5.18514,3.21251,0.048476,10.3966,4,0,0,1,1
"Solomon Islands","SLB",1980,18,NA,-10.4545,1.0115,1.14422,7.46501,NA,0,0,0,1
"Solomon Islands","SLB",1984,23.4,15.7,2.32019,1.2055,1.29746,7.3878,7.7,0,0,1,1
"Solomon Islands","SLB",1989,18.1,21.4,-0.19962,1.31812,1.29746,7.3704,-3.3,0,0,0,1
"Solomon Islands","SLB",1993,23,NA,4.04646,1.11637,1.4061,7.47218,NA,0,0,1,1
"Solomon Islands","SLB",1997,25,23,-6.21403,1.3142,1.44692,7.39151,2,0,0,0,1
"Sierra Leone","SLE",1962,34.7,45.7,0.3246,2.01163,1.12177,6.07167,-11,0,0,0,1
"Sierra Leone","SLE",1967,37.1,34.7,5.00297,1.2444,0.858662,6.46089,2.4,0,0,1,1
"Sierra Leone","SLE",1996,5.3,NA,-6.65804,0.35304,1.53471,6.68486,NA,0,0,0,1
"El Salvador","SLV",1950,56.4,NA,-10.6715,1.60925,0.676896,7.65545,NA,0,0,0,1
"El Salvador","SLV",1967,54.4,NA,4.40068,0.384529,0.987401,8.30847,NA,0,0,1,1
"El Salvador","SLV",1972,NA,NA,1.49626,0.347546,0.965047,8.33047,NA,0,0,0,0
"El Salvador","SLV",1977,NA,NA,3.5283,0.371677,0.580074,8.47813,NA,0,0,1,1
"El Salvador","SLV",1982,40.2,NA,-6.15388,0.369499,1.15166,8.31079,NA,0,1,0,1
"El Salvador","SLV",1984,3.5,7.7,-1.94657,0.365536,1.15057,8.24801,-4.2,1,0,0,1
"El Salvador","SLV",1989,36.5,43.4,0.79585,0.302331,0.854415,8.2796,-6.9,0,0,0,0
"El Salvador","SLV",1994,49,53.8,5.9027,0.402841,1.09861,8.40806,-4.8,0,0,1,1
"El Salvador","SLV",1999,52,49,2.58331,0.563165,1.00796,8.55413,3,0,0,1,1
"Somalia","SOM",1964,56.1,67.4,1.71872,0.270937,0.999039,7.5438,-11.3,NA,NA,0,0
"Somalia","SOM",1969,59.3,56.1,-0.49044,0.202641,0.920283,7.45795,3.2,0,0,0,0
"Suriname","SUR",1977,45.4,50.3,6.3269,0.930389,0.676845,9.2724,-4.9,0,0,1,1
"Suriname","SUR",1991,21.7,9.3,-24.224,0.415738,0.837247,9.00336,12.4,0,0,0,1
"Suriname","SUR",1996,41.8,54.3,0.20555,1.56209,1.09192,8.81532,-12.5,0,0,0,1
"Suriname","SUR",2000,15,26.2,-25.4841,1.11486,0.824175,8.84761,-11.2,0,0,0,1
"Slovakia","SVK",1994,35,37.3,2.49261,0.93004,1.48467,9.18278,-2.3,0,0,1,1
"Slovakia","SVK",1998,27,35,4.40876,1.10272,1.56025,9.40638,-8,1,0,1,1
"Slovenia","SVN",1992,23.5,14.5,-6.02669,0.844763,1.88707,9.47559,9,0,0,0,1
"Slovenia","SVN",1996,27,23.5,3.32752,0.906104,1.71019,9.68131,3.5,0,0,1,1
"Slovenia","SVN",2000,8.8,19.4,4.13504,1.05015,1.51513,9.86174,-10.6,0,0,1,1
"Sweden","SWE",1948,46.1,46.6,1.89367,0.468538,1.11851,9.07278,-0.5,0,0,0,1
"Sweden","SWE",1952,46,46.1,2.45061,0.197969,1.1278,9.35766,-0.100000000000001,0,0,1,0
"Sweden","SWE",1956,44.6,46,2.38965,0.232523,1.15803,9.47023,-1.4,0,0,1,0
"Sweden","SWE",1958,46.2,44.6,1.23796,0.245902,1.15057,9.48254,1.6,0,0,0,0
"Sweden","SWE",1960,47.8,46.2,2.83449,0.270087,1.13783,9.5689,1.59999999999999,0,0,1,0
"Sweden","SWE",1964,47.3,47.8,5.5563,0.283909,1.17866,9.75391,-0.5,0,0,1,0
"Sweden","SWE",1968,50.1,47.3,3.02559,0.322414,1.05779,9.83739,2.8,0,0,1,0
"Sweden","SWE",1970,45.3,50.1,0.7231,0.373901,1.19695,9.88068,-4.8,0,0,0,1
"Sweden","SWE",1973,43.6,45.3,3.17761,0.406665,1.20932,9.92907,-1.7,0,0,1,1
"Sweden","SWE",1976,42.7,43.6,1.42753,0.406595,1.23547,9.99701,-0.899999999999999,0,0,0,1
"Sweden","SWE",1979,10.6,11.1,3.15524,0.432749,1.2499,10.0007,-0.5,0,0,1,1
"Sweden","SWE",1982,23.6,20.3,0.9265,0.446743,1.14065,10.0064,3.3,0,0,0,1
"Sweden","SWE",1985,44.7,45.6,2.62821,0.490833,1.22083,10.0684,-0.899999999999999,0,0,1,1
"Sweden","SWE",1988,43.2,44.7,2.30422,0.500031,1.29885,10.1635,-1.5,0,0,1,1
"Sweden","SWE",1991,37.7,43.2,-1.82842,0.510146,1.43508,10.1562,-5.5,0,0,0,1
"Sweden","SWE",1994,22.4,21.9,2.74291,0.612658,1.25562,10.1245,0.5,0,0,1,1
"Sweden","SWE",1998,36.4,45.3,3.91871,0.776805,1.45716,10.2256,-8.9,0,0,1,1
"Syria","SYR",1947,17.6,NA,-15.2243,0.129859,0.990971,7.77904,NA,0,0,0,0
"Syria","SYR",1949,55.3,24.3,NA,NA,0.919836,NA,31,0,0,NA,NA
"Syria","SYR",1954,21.1,55.3,11.9591,0.138452,1.23677,8.4727,-34.2,0,0,1,0
"Syria","SYR",1961,2.3,1.4,-1.46241,0.747824,1.17874,7.32597,0.9,0,0,0,1
"Chad","TCD",1996,43.8,NA,-9.41712,0.474714,1.47041,6.57762,NA,0,0,0,1
"Togo","TGO",1998,52.1,NA,-1.15656,0.661277,0.919813,6.73419,NA,0,0,0,1
"Thailand","THA",1957,53.7,NA,1.25987,0.488593,1.08388,6.62119,NA,0,0,0,1
"Thailand","THA",1969,34.7,NA,4.7888,0.601586,1.22159,7.23543,NA,0,1,1,1
"Thailand","THA",1975,NA,NA,2.92519,0.542366,2.02287,7.49533,NA,0,0,1,1
"Thailand","THA",1976,17.5,10.8,3.20372,0.499252,1.40364,7.52686,6.7,0,0,1,1
"Thailand","THA",1979,NA,NA,10.3523,0.526169,1.75325,7.77099,NA,0,0,1,1
"Thailand","THA",1983,NA,NA,4.92366,0.511096,1.69562,7.89593,NA,0,0,1,1
"Thailand","THA",1986,NA,NA,3.11469,0.54834,1.82132,8.03026,NA,0,0,1,1
"Thailand","THA",1988,NA,NA,8.21783,0.796017,2.04636,8.1645,NA,0,0,1,1
"Thailand","THA",1992,19.3,NA,7.53075,0.939812,1.79259,8.4571,NA,0,0,1,1
"Thailand","THA",1995,22.3,21,5.62477,1.17792,1.86098,8.70788,1.3,0,0,1,1
"Thailand","THA",1996,9.9,22.8,3.39976,1.09522,1.46326,8.74131,-12.9,0,0,1,1
"Tajikistan","TJK",1994,59.5,NA,-24.2063,1.06822,0.738565,7.21749,NA,0,0,0,1
"Trinidad and Tobago","TTO",1966,52.4,57,1.41603,0.478436,0.587787,9.16288,-4.6,0,0,0,1
"Trinidad and Tobago","TTO",1976,54.2,52.4,8.96216,0.557272,0.644944,9.61119,1.8,0,0,1,1
"Trinidad and Tobago","TTO",1981,52.9,54.2,-2.45169,0.526736,0.554999,9.83938,-1.3,0,0,0,1
"Trinidad and Tobago","TTO",1986,32,52.9,-11.8174,0.84781,0.165794,9.40826,-20.9,0,0,0,1
"Trinidad and Tobago","TTO",1991,24.6,66.3,2.40097,0.823753,0.747043,9.29577,-41.7,0,0,1,1
"Trinidad and Tobago","TTO",1995,48.8,45.1,5.07124,0.755112,0.800565,9.4048,3.7,0,0,1,1
